index,OrderID,OrderDate,ShipDate,ShipMode,CustomerID
1687,CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840
1689,CA-2014-142839,8/16/2014,8/20/2014,Standard Class,TS-21610
1690,CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995
1692,US-2016-154361,3/14/2016,3/19/2016,Standard Class,HZ-14950
1693,US-2016-158708,6/26/2016,6/29/2016,Second Class,AB-10255
1694,CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195
1697,CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900
1699,CA-2014-135657,6/3/2014,6/7/2014,Second Class,SC-20725
1700,CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370
1703,CA-2014-139857,2/2/2014,2/6/2014,Standard Class,CD-12790
1704,CA-2016-106306,3/8/2016,3/8/2016,Same Day,PG-18820
1705,CA-2015-100545,11/22/2015,11/26/2015,Standard Class,IM-15070
1706,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205
1712,CA-2015-145401,1/30/2015,2/4/2015,Standard Class,JP-15520
1713,US-2017-124968,9/8/2017,9/13/2017,Second Class,MM-18055
1714,CA-2017-104003,10/7/2017,10/13/2017,Standard Class,DC-13285
1715,CA-2016-154788,4/30/2016,5/4/2016,Standard Class,JL-15835
1716,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515
1721,US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345
1724,CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370
1727,US-2017-164056,4/29/2017,5/4/2017,Second Class,FM-14215
1728,CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265
1730,CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495
1732,US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155
1734,CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675
1737,CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120
1740,CA-2014-110527,8/9/2014,8/16/2014,Standard Class,ED-13885
1741,CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100
1745,CA-2014-133270,6/6/2014,6/9/2014,First Class,BM-11785
1746,CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065
1748,US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450
1750,CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800
1751,CA-2017-168837,10/14/2017,10/17/2017,First Class,JW-15955
1752,CA-2017-116715,12/2/2017,12/5/2017,First Class,VW-21775
1755,CA-2015-135622,12/8/2015,12/11/2015,Second Class,TT-21460
1757,US-2015-107349,7/13/2015,7/15/2015,First Class,SL-20155
1758,CA-2014-139017,5/11/2014,5/17/2014,Standard Class,RM-19375
1759,CA-2014-141817,1/5/2014,1/12/2014,Standard Class,MB-18085
1760,CA-2015-130785,9/5/2015,9/9/2015,Standard Class,AG-10900
1763,CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755
1767,US-2014-158057,3/22/2014,3/26/2014,Standard Class,CC-12685
1769,CA-2017-146024,3/2/2017,3/8/2017,Standard Class,SC-20770
1771,CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650
1773,CA-2014-118976,4/28/2014,5/3/2014,Standard Class,MY-18295
1777,CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000
1779,CA-2016-124667,11/11/2016,11/16/2016,Standard Class,BD-11770
1781,CA-2015-111094,7/9/2015,7/13/2015,Standard Class,CB-12535
1783,CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610
1787,CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855
1790,CA-2014-102008,9/30/2014,10/4/2014,Standard Class,RA-19915
1791,CA-2014-120474,12/1/2014,12/3/2014,First Class,RP-19390
1793,CA-2014-104773,12/8/2014,12/13/2014,Standard Class,TB-21175
1794,CA-2016-140774,9/5/2016,9/10/2016,Standard Class,BE-11455
1795,US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545
1798,CA-2016-100965,7/7/2016,7/11/2016,Standard Class,RM-19375
1799,CA-2016-121034,8/8/2016,8/10/2016,Second Class,JF-15565
1801,CA-2016-149461,11/13/2016,11/19/2016,Standard Class,AS-10135
1802,CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970
1805,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620
1808,CA-2016-164938,2/11/2016,2/13/2016,First Class,PB-19210
1809,CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890
1811,CA-2014-132612,6/9/2014,6/11/2014,Second Class,FO-14305
1812,US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680
1814,CA-2015-131597,9/14/2015,9/18/2015,Standard Class,SP-20620
1815,CA-2015-164833,6/4/2015,6/4/2015,Same Day,LL-16840
1817,CA-2015-125423,12/13/2015,12/15/2015,Second Class,MC-17575
1818,US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235
1820,CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035
1824,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830
1827,CA-2016-109344,2/8/2016,2/11/2016,Second Class,CH-12070
1828,US-2015-140851,7/13/2015,7/15/2015,Second Class,ND-18460
1829,CA-2014-103373,5/18/2014,5/24/2014,Standard Class,BS-11755
1830,CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155
1832,CA-2015-131422,11/5/2015,11/9/2015,Standard Class,GB-14530
1833,CA-2017-162691,8/1/2017,8/7/2017,Standard Class,AS-10045
1835,CA-2014-141278,6/21/2014,6/24/2014,First Class,RM-19375
1836,CA-2017-122693,2/19/2017,2/21/2017,Second Class,NH-18610
1837,CA-2014-117345,8/1/2014,8/5/2014,Standard Class,BF-10975
1841,CA-2016-157763,7/18/2016,7/23/2016,Standard Class,KH-16330
1842,CA-2015-135391,2/9/2015,2/11/2015,Second Class,FA-14230
1844,US-2017-113852,7/29/2017,8/2/2017,Standard Class,GW-14605
1845,US-2017-158512,1/12/2017,1/17/2017,Second Class,DA-13450
1847,CA-2017-128370,9/10/2017,9/10/2017,Same Day,FH-14275
1849,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300
1855,CA-2014-114643,6/13/2014,6/17/2014,Standard Class,FM-14215
1856,US-2017-158218,5/12/2017,5/15/2017,Second Class,AC-10420
1858,CA-2015-121608,9/3/2015,9/5/2015,First Class,JB-15400
1860,US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440
1862,CA-2014-151078,11/12/2014,11/12/2014,Same Day,RF-19840
1863,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625
1865,US-2017-116659,11/12/2017,11/12/2017,Same Day,NG-18355
1866,CA-2017-118857,4/15/2017,4/18/2017,First Class,AH-10075
1867,CA-2015-127110,6/25/2015,7/1/2015,Standard Class,CH-12070
1869,CA-2016-148201,8/26/2016,8/29/2016,Second Class,CC-12145
1870,CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010
1873,CA-2017-142888,11/21/2017,11/25/2017,Standard Class,BP-11230
1874,CA-2014-147914,6/4/2014,6/9/2014,Standard Class,MP-17470
1875,US-2016-112977,3/10/2016,3/16/2016,Standard Class,CJ-12010
1876,CA-2017-112039,3/25/2017,3/29/2017,Standard Class,JC-15775
1877,CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160
1879,US-2017-166611,3/28/2017,4/2/2017,Standard Class,CK-12760
1880,CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185
1883,CA-2016-118570,11/13/2016,11/17/2016,Standard Class,CC-12430
1884,CA-2017-154718,1/19/2017,1/23/2017,Second Class,DL-12865
1885,CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895
1886,CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005
1888,CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520
1890,CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225
1892,CA-2017-145310,12/22/2017,12/24/2017,Second Class,JP-15520
1893,CA-2016-100083,11/24/2016,11/29/2016,Standard Class,CD-11980
1894,US-2017-108063,12/2/2017,12/5/2017,First Class,AS-10090
1895,CA-2015-109197,12/31/2015,1/4/2016,Standard Class,JO-15280
1896,CA-2017-141789,10/3/2017,10/6/2017,First Class,AC-10450
1897,CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945
1900,CA-2016-140543,6/29/2016,7/3/2016,Second Class,Co-12640
1901,CA-2016-151141,8/20/2016,8/23/2016,First Class,DW-13480
1902,CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835
1905,CA-2017-154410,10/21/2017,10/24/2017,First Class,MD-17860
1906,US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855
1908,CA-2015-157959,2/3/2015,2/4/2015,First Class,RW-19540
1909,CA-2017-105886,12/18/2017,12/23/2017,Standard Class,DB-13660
1910,CA-2016-105963,11/15/2016,11/22/2016,Standard Class,SC-20770
1911,CA-2017-121503,7/3/2017,7/6/2017,Second Class,FH-14275
1913,CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990
1914,CA-2017-124597,4/30/2017,5/5/2017,Standard Class,AS-10630
1917,CA-2015-105634,11/8/2015,11/14/2015,Standard Class,HA-14905
1918,CA-2015-123673,10/30/2015,11/1/2015,Second Class,CH-12070
1919,US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765
1921,CA-2015-125178,10/3/2015,10/9/2015,Standard Class,MZ-17515
1922,CA-2016-156685,7/8/2016,7/10/2016,Second Class,SC-20230
1924,CA-2017-126865,12/5/2017,12/7/2017,Second Class,NP-18325
1925,CA-2017-102834,3/9/2017,3/13/2017,Standard Class,LW-16990
1926,US-2016-139710,6/9/2016,6/15/2016,Standard Class,GM-14680
1927,CA-2017-121538,11/28/2017,12/1/2017,First Class,RH-19495
1928,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685
1931,CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670
1932,CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365
1934,CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990
1936,CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685
1937,CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715
1941,CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085
1944,CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035
1946,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615
1958,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690
1966,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210
1969,CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320
1970,CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755
1972,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015
1975,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225
1978,CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375
1979,CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465
1981,CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280
1982,CA-2014-122749,12/3/2014,12/9/2014,Standard Class,NG-18430
1983,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825
1986,CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415
1987,CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090
1991,CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415
1992,CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755
1995,US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030
1997,CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460
2000,CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215
2002,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955
2004,US-2017-143028,4/11/2017,4/18/2017,Standard Class,SC-20050
2005,CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630
2007,CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190
2008,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190
2011,CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800
2013,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705
2016,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260
2020,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510
2024,US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500
2025,CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275
2026,CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685
2028,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740
2032,CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530
2034,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995
2036,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905
2038,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560
2042,CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705
2043,US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220
2044,CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585
2045,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590
2048,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595
2054,CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480
2055,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130
2059,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650
2068,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910
2070,CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610
2071,US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525
2072,CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980
2073,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270
2075,CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325
2076,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080
2079,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365
2082,CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595
2083,CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885
2084,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070
2089,CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380
2090,CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260
2092,CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470
2093,CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840
2094,US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065
2095,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710
2098,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900
2100,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480
2102,CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120
2103,CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650
2105,US-2014-167633,9/30/2014,10/5/2014,Standard Class,BW-11200
2106,US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965
2107,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080
2116,CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300
2117,CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245
2118,CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630
2120,US-2017-168690,1/7/2017,1/13/2017,Standard Class,TS-21085
2121,CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400
2122,CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005
2124,CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005
2126,CA-2014-126032,6/23/2014,6/28/2014,Standard Class,BS-11665
2127,CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120
2129,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345
2132,CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865
2133,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850
2136,CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625
2138,US-2017-157896,11/16/2017,11/16/2017,Same Day,CB-12415
2139,CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635
2142,CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225
2145,US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160
2148,CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850
2149,CA-2017-102771,3/31/2017,4/5/2017,Standard Class,DO-13435
2150,US-2017-139969,11/19/2017,11/26/2017,Standard Class,AF-10870
2151,CA-2014-167360,11/24/2014,11/29/2014,Second Class,RB-19435
2152,CA-2015-123505,11/22/2015,11/26/2015,Standard Class,AR-10540
2153,CA-2016-117282,7/14/2016,7/18/2016,Standard Class,DR-12880
2154,US-2016-120460,4/30/2016,5/5/2016,Standard Class,BF-11170
2155,CA-2016-111115,7/25/2016,7/27/2016,Second Class,LB-16735
2156,CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465
2158,CA-2017-148166,10/21/2017,10/26/2017,Standard Class,NK-18490
2159,CA-2016-159737,9/3/2016,9/9/2016,Standard Class,CS-11950
2160,CA-2016-141019,5/14/2016,5/14/2016,Same Day,LH-17155
2161,CA-2016-101938,1/7/2016,1/12/2016,Standard Class,DW-13480
2162,CA-2017-166296,3/13/2017,3/19/2017,Standard Class,KF-16285
2163,CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920
2168,CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820
2171,US-2017-137491,11/19/2017,11/25/2017,Standard Class,LC-16930
2172,CA-2014-152296,8/1/2014,8/3/2014,First Class,IL-15100
2173,CA-2016-112025,7/30/2016,8/4/2016,Standard Class,LS-16975
2174,CA-2015-132507,7/30/2015,8/3/2015,Second Class,CC-12610
2175,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805
2179,CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010
2185,CA-2017-124576,8/1/2017,8/4/2017,Second Class,HK-14890
2186,CA-2016-101378,7/14/2016,7/14/2016,Same Day,RH-19600
2187,CA-2017-143063,8/10/2017,8/15/2017,Standard Class,IL-15100
2190,CA-2016-118913,6/25/2016,6/29/2016,Standard Class,AS-10240
2191,CA-2016-128412,12/10/2016,12/17/2016,Standard Class,AP-10915
2196,CA-2016-136483,12/1/2016,12/6/2016,Standard Class,AG-10390
2197,CA-2014-163013,11/28/2014,12/4/2014,Standard Class,BF-11080
2198,CA-2015-135363,3/28/2015,4/2/2015,Standard Class,CK-12205
2200,US-2014-165659,6/1/2014,6/6/2014,Standard Class,LT-17110
2202,CA-2015-138002,9/6/2015,9/12/2015,Standard Class,BT-11305
2204,CA-2015-128860,6/29/2015,7/5/2015,Standard Class,SC-20725
2205,CA-2016-164350,9/10/2016,9/12/2016,Second Class,CG-12040
2206,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930
2208,CA-2015-129854,8/22/2015,8/26/2015,Standard Class,RB-19705
2209,CA-2014-125556,11/14/2014,11/16/2014,Second Class,ML-17410
2211,CA-2016-162313,11/27/2016,11/30/2016,First Class,VB-21745
2212,CA-2017-107874,11/21/2017,11/25/2017,Standard Class,SW-20275
2213,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505
2217,CA-2014-151953,9/20/2014,9/25/2014,Standard Class,DB-13555
2218,CA-2017-130841,7/28/2017,8/1/2017,Standard Class,MH-17620
2221,CA-2015-131884,12/6/2015,12/6/2015,Same Day,DK-13375
2224,CA-2017-121909,7/31/2017,8/5/2017,Standard Class,EA-14035
2225,CA-2016-106383,3/19/2016,3/21/2016,Second Class,BT-11440
2226,CA-2017-130771,7/29/2017,8/3/2017,Standard Class,LA-16780
2228,CA-2016-139157,10/1/2016,10/5/2016,Standard Class,GM-14680
2229,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315
2231,CA-2017-157091,6/26/2017,7/1/2017,Standard Class,DB-13405
2232,CA-2017-132122,7/9/2017,7/14/2017,Standard Class,JH-15820
2233,CA-2015-123232,12/14/2015,12/16/2015,Second Class,DJ-13630
2234,CA-2017-104066,12/5/2017,12/10/2017,Standard Class,QJ-19255
2235,CA-2015-145849,9/15/2015,9/17/2015,Second Class,CT-11995
2237,CA-2016-122322,7/15/2016,7/21/2016,Standard Class,RH-19510
2238,CA-2017-166849,4/20/2017,4/26/2017,Standard Class,SJ-20125
2239,CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310
2241,US-2016-126893,11/26/2016,12/1/2016,Standard Class,CT-11995
2242,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005
2247,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195
2252,CA-2016-117849,4/15/2016,4/17/2016,Second Class,JK-16120
2253,CA-2015-169201,9/28/2015,10/1/2015,First Class,HG-14965
2255,CA-2016-164091,9/17/2016,9/22/2016,Standard Class,LA-16780
2257,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610
2259,CA-2015-117611,11/8/2015,11/10/2015,Second Class,MZ-17335
2261,US-2015-137960,12/18/2015,12/18/2015,Same Day,MW-18220
2262,CA-2017-122994,2/6/2017,2/9/2017,First Class,MV-17485
2263,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375
2266,CA-2017-149146,10/12/2017,10/12/2017,Same Day,SM-20320
2267,CA-2017-137470,9/17/2017,9/17/2017,Same Day,TP-21415
2268,CA-2017-105480,12/20/2017,12/26/2017,Standard Class,DK-13225
2270,CA-2017-164917,12/2/2017,12/7/2017,Standard Class,MK-17905
2271,CA-2015-102036,9/21/2015,9/27/2015,Standard Class,CS-12130
2272,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850
2274,CA-2014-157882,10/3/2014,10/8/2014,Second Class,AR-10405
2276,CA-2014-104283,6/27/2014,7/1/2014,Standard Class,LM-17065
2279,CA-2017-142622,10/30/2017,11/2/2017,First Class,JK-15625
2282,CA-2016-132143,9/3/2016,9/5/2016,First Class,FM-14215
2283,CA-2015-153108,3/5/2015,3/9/2015,Standard Class,SF-20200
2285,CA-2016-112676,5/5/2016,5/8/2016,First Class,PJ-18835
2286,CA-2017-165687,11/17/2017,11/23/2017,Standard Class,CS-12355
2287,US-2017-112928,6/1/2017,6/5/2017,Second Class,BB-10990
2288,CA-2017-143343,6/10/2017,6/13/2017,First Class,BW-11200
2289,CA-2017-115154,1/8/2017,1/11/2017,First Class,RS-19420
2290,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160
2293,CA-2015-130995,11/1/2015,11/6/2015,Standard Class,QJ-19255
2294,CA-2017-127929,12/23/2017,12/27/2017,Standard Class,FM-14215
2295,CA-2015-113145,11/1/2015,11/5/2015,Standard Class,VD-21670
2300,CA-2014-162362,11/14/2014,11/18/2014,Standard Class,JL-15505
2302,CA-2016-106558,1/17/2016,1/21/2016,Standard Class,DL-13495
2303,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800
2305,CA-2016-115574,12/23/2016,12/24/2016,First Class,BP-11185
2306,CA-2015-160794,8/6/2015,8/8/2015,First Class,MS-17980
2307,CA-2017-116225,11/5/2017,11/9/2017,Standard Class,SV-20935
2308,US-2017-120418,6/11/2017,6/12/2017,First Class,BC-11125
2313,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825
2319,CA-2015-117828,12/23/2015,12/26/2015,First Class,BD-11500
2320,CA-2017-165491,3/20/2017,3/24/2017,Standard Class,HW-14935
2321,CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255
2325,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575
2328,CA-2017-138422,9/23/2017,9/26/2017,First Class,KN-16705
2329,US-2015-147739,12/25/2015,12/29/2015,Standard Class,JD-16150
2330,CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780
2332,CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690
2334,CA-2014-140886,9/30/2014,10/4/2014,Standard Class,KW-16570
2335,CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220
2337,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495
2339,CA-2014-121727,8/19/2014,8/24/2014,Standard Class,JK-15625
2340,CA-2016-137736,11/10/2016,11/15/2016,Standard Class,DC-13285
2341,US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455
2343,US-2014-155894,7/26/2014,7/30/2014,Second Class,CL-11890
2344,CA-2016-119025,2/22/2016,2/28/2016,Standard Class,PV-18985
2345,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110
2348,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360
2353,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260
2357,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340
2362,CA-2017-136497,4/16/2017,4/20/2017,Standard Class,RF-19840
2363,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060
2366,CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990
2367,CA-2017-123659,2/10/2017,2/13/2017,First Class,MN-17935
2368,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555
2370,CA-2017-155152,7/7/2017,7/9/2017,Second Class,MP-17965
2371,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020
2375,CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130
2376,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770
2378,CA-2015-148628,12/6/2015,12/11/2015,Standard Class,KM-16375
2379,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455
2382,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295
2387,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375
2389,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605
2393,CA-2016-128111,3/17/2016,3/23/2016,Standard Class,CS-12355
2394,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835
2397,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700
2399,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,SB-20290
2401,CA-2017-145877,4/1/2017,4/4/2017,Second Class,AS-10090
2403,US-2016-110170,9/27/2016,10/3/2016,Standard Class,HM-14860
2404,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145
2407,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010
2409,CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335
2410,CA-2014-162684,8/1/2014,8/6/2014,Standard Class,AS-10630
2411,CA-2015-142041,6/7/2015,6/9/2015,Second Class,EM-13810
2412,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970
2414,CA-2016-156300,12/29/2016,1/2/2017,Standard Class,TB-21595
2415,CA-2015-146087,7/6/2015,7/11/2015,Standard Class,PP-18955
2416,CA-2017-168655,10/12/2017,10/18/2017,Standard Class,ML-18040
2418,CA-2016-107202,5/21/2016,5/28/2016,Standard Class,LC-16930
2419,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590
2421,CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580
