CustomerID,Country,Region,State,City,PostalCode,PostID
AS-10225,United States,West,Utah,Provo,84604,A00330
PK-19075,United States,West,California,San Francisco,94110,A03675
HR-14830,United States,West,Arizona,Gilbert,85234,A02042
DG-13300,United States,East,New York,New York City,10035,A01222
CL-12700,United States,Central,Missouri,Springfield,65807,A00930
HF-14995,United States,South,Tennessee,Memphis,38109,A01970
HG-15025,United States,Central,Texas,Amarillo,79109,A01989
NL-18310,United States,West,California,Los Angeles,90045,A03489
RR-19525,United States,East,Massachusetts,Lowell,1852,A04045
TC-21295,United States,West,California,San Diego,92024,A04606
DB-13615,United States,South,North Carolina,Asheville,28806,A01179
SV-20785,United States,West,Colorado,Pueblo,81001,A04481
MH-18115,United States,Central,Michigan,Jackson,49201,A03170
CT-11995,United States,West,California,Los Angeles,90004,A01079
KB-16315,United States,South,North Carolina,Thomasville,27360,A02550
RA-19285,United States,Central,Illinois,Peoria,61604,A03802
YC-21895,United States,West,California,Los Angeles,90032,A04882
RA-19915,United States,Central,Illinois,Chicago,60653,A03813
CM-12160,United States,East,Pennsylvania,Philadelphia,19134,A00945
CS-12130,United States,West,Colorado,Englewood,80112,A01025
AJ-10795,United States,West,Washington,Seattle,98115,A00238
DL-12865,United States,South,Florida,Hialeah,33012,A01300
BE-11410,United States,East,Ohio,Lancaster,43130,A00466
SM-20320,United States,South,Florida,Jacksonville,32216,A04336
RP-19390,United States,East,Maryland,Baltimore,21215,A04022
JD-16015,United States,East,New York,New York City,10009,A02150
AB-10255,United States,West,New Mexico,Carlsbad,88220,A00058
CC-12145,United States,West,California,Los Angeles,90049,A00777
GH-14425,United States,South,Florida,Jacksonville,32216,A01858
CP-12085,United States,East,Ohio,Lakewood,44107,A00978
GM-14440,United States,East,New York,Troy,12180,A01879
LC-16885,United States,South,North Carolina,Wilmington,28403,A02803
BT-11305,United States,West,Washington,Seattle,98105,A00665
CP-12085,United States,East,New York,New York City,10024,A00979
SC-20680,United States,South,Georgia,Columbus,31907,A04173
DK-13375,United States,East,New York,New York City,10024,A01293
SE-20110,United States,West,California,Costa Mesa,92627,A04219
LF-17185,United States,Central,Texas,Houston,77095,A02840
ON-18715,United States,South,North Carolina,Cary,27511,A03571
TB-21400,United States,South,Virginia,Alexandria,22304,A04566
DF-13135,United States,West,California,Vallejo,94591,A01220
EP-13915,United States,East,Pennsylvania,Philadelphia,19120,A01684
SK-19990,United States,East,Ohio,Toledo,43615,A04323
FH-14350,United States,West,Washington,Seattle,98105,A01745
EH-13945,United States,East,New Jersey,Plainfield,7060,A01587
JE-15715,United States,West,New Mexico,Las Cruces,88001,A02183
KL-16645,United States,East,Delaware,Newark,19711,A02680
EB-13750,United States,South,Alabama,Hoover,35244,A01510
BD-11725,United States,East,Ohio,Newark,43055,A00449
MS-17530,United States,West,California,San Diego,92037,A03313
SC-20770,United States,West,California,San Francisco,94122,A04202
FM-14380,United States,South,North Carolina,Jacksonville,28540,A01777
KT-16480,United States,East,Massachusetts,Franklin,2038,A02747
AP-10720,United States,Central,Texas,Frisco,75034,A00266
RH-19555,United States,South,Florida,Tallahassee,32303,A03984
CS-11950,United States,West,Washington,Seattle,98115,A01023
TM-21010,United States,West,California,Vacaville,95687,A04674
HF-14995,United States,West,California,Los Angeles,90008,A01969
GA-14515,United States,West,California,San Francisco,94122,A01809
ES-14020,United States,East,New York,New York City,10035,A01695
JP-16135,United States,South,Georgia,Columbus,31907,A02472
Dp-13240,United States,West,Utah,Murray,84107,A01477
NK-18490,United States,West,California,San Francisco,94110,A03485
PL-18925,United States,East,Pennsylvania,Philadelphia,19140,A03679
RW-19690,United States,East,Pennsylvania,Philadelphia,19134,A04082
MO-17950,United States,Central,Texas,Dallas,75220,A03271
JJ-15445,United States,Central,Wisconsin,Waukesha,53186,A02300
BT-11680,United States,South,Florida,Fort Lauderdale,33311,A00685
RD-19585,United States,Central,Michigan,Detroit,48205,A03898
ML-17755,United States,East,Ohio,Springfield,45503,A03211
JE-15745,United States,West,California,San Diego,92037,A02199
ER-13855,United States,West,Colorado,Colorado Springs,80906,A01690
JM-15535,United States,West,California,Bakersfield,93309,A02405
SS-20140,United States,South,Florida,Pompano Beach,33068,A04428
TC-21295,United States,East,New York,New York City,10035,A04605
HG-15025,United States,Central,Minnesota,Lakeville,55044,A01992
LD-17005,United States,Central,Michigan,Detroit,48234,A02831
AS-10285,United States,East,Pennsylvania,Philadelphia,19134,A00342
MP-17965,United States,East,Ohio,Troy,45373,A03286
CD-12790,United States,West,California,Los Angeles,90036,A00848
MD-17860,United States,Central,Texas,Corpus Christi,78415,A03067
BM-11650,United States,Central,Nebraska,Omaha,68104,A00565
KN-16450,United States,West,California,Redondo Beach,90278,A02723
IG-15085,United States,South,Arkansas,Little Rock,72209,A02061
JS-15595,United States,South,Florida,Miami,33180,A02491
GA-14725,United States,West,Oregon,Salem,97301,A01819
DL-13330,United States,West,New Mexico,Las Cruces,88001,A01320
CS-12505,United States,West,California,San Francisco,94122,A01073
CC-12145,United States,Central,Texas,El Paso,79907,A00774
MH-18025,United States,West,Washington,Seattle,98115,A03166
MP-18175,United States,Central,Wisconsin,Milwaukee,53209,A03290
DR-12940,United States,East,Massachusetts,Franklin,2038,A01418
DM-13015,United States,West,California,Encinitas,92024,A01338
BD-11620,United States,West,California,Anaheim,92804,A00437
DC-12850,United States,Central,Texas,Arlington,76017,A01193
MT-18070,United States,Central,Texas,Houston,77041,A03345
MJ-17740,United States,East,Ohio,Lancaster,43130,A03177
ND-18370,United States,West,Oregon,Portland,97206,A03440
CA-11965,United States,South,Alabama,Hoover,35244,A00712
GA-14725,United States,West,California,Los Angeles,90036,A01815
TC-21295,United States,South,Florida,Tallahassee,32303,A04607
JB-15400,United States,East,New York,New York City,10009,A02095
CK-12325,United States,South,Virginia,Chesapeake,23320,A00885
RL-19615,United States,South,North Carolina,Fayetteville,28314,A03993
AC-10660,United States,Central,Texas,Huntsville,77340,A00086
BH-11710,United States,East,Pennsylvania,Philadelphia,19140,A00541
BG-11695,United States,Central,Illinois,Woodstock,60098,A00527
XP-21865,United States,East,Massachusetts,Everett,2149,A04873
SN-20560,United States,Central,Illinois,Chicago,60653,A04353
DM-13345,United States,South,Georgia,Roswell,30076,A01351
AJ-10780,United States,South,Florida,Palm Coast,32137,A00230
KC-16255,United States,East,Pennsylvania,Philadelphia,19120,A02577
VF-21715,United States,Central,Indiana,Columbus,47201,A04804
SV-20935,United States,East,New York,Oceanside,11572,A04494
EM-13810,United States,East,Massachusetts,Franklin,2038,A01634
RB-19360,United States,Central,South Dakota,Sioux Falls,57103,A03834
DJ-13510,United States,West,California,San Diego,92037,A01244
CC-12370,United States,South,North Carolina,Fayetteville,28314,A00793
SC-20380,United States,South,Georgia,Atlanta,30318,A04152
RH-19495,United States,South,Florida,Orlando,32839,A03975
JK-15370,United States,West,California,San Francisco,94122,A02318
AF-10885,United States,East,Ohio,Toledo,43615,A00107
LC-16885,United States,South,Florida,Saint Petersburg,33710,A02800
BF-11275,United States,West,Arizona,Tucson,85705,A00513
SC-20800,United States,West,California,Los Angeles,90036,A04206
SW-20275,United States,West,California,San Diego,92105,A04507
MC-17845,United States,East,New York,New York City,10035,A03042
TD-20995,United States,West,California,San Diego,92037,A04633
Dp-13240,United States,East,New Jersey,Westfield,7090,A01484
SD-20485,United States,East,New Jersey,Orange,7050,A04215
TM-21010,United States,Central,Illinois,Woodstock,60098,A04675
BK-11260,United States,West,California,San Francisco,94110,A00545
JF-15490,United States,West,California,San Francisco,94122,A02234
EP-13915,United States,West,Arizona,Tempe,85281,A01688
EP-13915,United States,West,California,Los Angeles,90008,A01681
KH-16630,United States,West,Washington,Seattle,98105,A02657
HG-14845,United States,South,Louisiana,Lake Charles,70601,A01974
JC-16105,United States,East,New York,Rochester,14609,A02132
KM-16720,United States,East,New York,Long Beach,11561,A02705
EB-13975,United States,South,North Carolina,Charlotte,28205,A01537
PW-19240,United States,Central,Texas,Houston,77036,A03783
PG-18895,United States,East,New York,New York City,10035,A03642
DB-12910,United States,South,Georgia,Columbus,31907,A01120
CR-12730,United States,Central,Illinois,Chicago,60610,A00999
KH-16330,United States,Central,Illinois,Highland Park,60035,A02630
DL-12925,United States,Central,Minnesota,Eagan,55122,A01305
ME-17725,United States,West,Washington,Seattle,98103,A03086
VD-21670,United States,South,Florida,Coral Springs,33065,A04799
CK-12205,United States,East,New York,Hempstead,11550,A00878
DL-12925,United States,Central,Indiana,Noblesville,46060,A01309
SE-20110,United States,Central,Texas,Dallas,75220,A04220
LS-17200,United States,East,Pennsylvania,Philadelphia,19140,A02926
MM-17920,United States,West,California,San Francisco,94109,A03233
DB-13270,United States,Central,Texas,Austin,78745,A01155
RW-19630,United States,Central,Michigan,Detroit,48234,A04074
JM-16195,United States,East,New York,Watertown,13601,A02436
BP-11155,United States,South,Georgia,Columbus,31907,A00607
CT-11995,United States,Central,Minnesota,Apple Valley,55124,A01075
TH-21550,United States,South,North Carolina,Burlington,27217,A04661
ME-17320,United States,Central,Michigan,Saginaw,48601,A03077
TT-21220,United States,West,California,San Francisco,94109,A04769
GT-14710,United States,West,Washington,Seattle,98105,A01919
JD-16150,United States,Central,Wisconsin,Milwaukee,53209,A02158
MC-18100,United States,West,California,Los Angeles,90049,A03050
LH-17020,United States,West,California,San Francisco,94122,A02861
MP-18175,United States,West,California,San Diego,92024,A03292
EM-14140,United States,West,Arizona,Glendale,85301,A01659
GG-14650,United States,East,New York,New York City,10035,A01847
MA-17995,United States,East,New York,Watertown,13601,A02983
SH-20395,United States,East,Ohio,Springfield,45503,A04294
KT-16465,United States,West,California,Los Angeles,90032,A02739
PO-19180,United States,West,Washington,Seattle,98115,A03723
AY-10555,United States,West,California,Oceanside,92054,A00379
Co-12640,United States,Central,Illinois,Skokie,60076,A01115
JF-15565,United States,South,North Carolina,Fayetteville,28314,A02240
AR-10510,United States,Central,Oklahoma,Tulsa,74133,A00294
AG-10675,United States,Central,Texas,Allen,75002,A00139
DV-13045,United States,East,Pennsylvania,Philadelphia,19143,A01439
HL-15040,United States,East,New York,Rochester,14609,A02015
ND-18370,United States,South,South Carolina,Mount Pleasant,29464,A03438
GB-14575,United States,East,Pennsylvania,Philadelphia,19134,A01834
CL-12565,United States,West,Washington,Seattle,98115,A00923
RC-19960,United States,West,Oregon,Springfield,97477,A03888
JB-16045,United States,South,Georgia,Columbus,31907,A02110
MC-17635,United States,West,California,Los Angeles,90032,A03036
TT-21265,United States,East,New York,New York City,10024,A04773
MJ-17740,United States,Central,Michigan,Detroit,48227,A03176
AT-10735,United States,West,California,Stockton,95207,A00366
PB-19150,United States,West,Arizona,Phoenix,85023,A03602
NW-18400,United States,East,Pennsylvania,Philadelphia,19120,A03557
VP-21730,United States,Central,Michigan,Sterling Heights,48310,A04834
RD-19810,United States,East,New York,Rochester,14609,A03929
MG-17875,United States,East,New York,New York City,10011,A03120
PA-19060,United States,Central,Wisconsin,Eau Claire,54703,A03585
CR-12730,United States,East,New York,New York City,10009,A01001
AA-10375,United States,West,California,Rancho Cucamonga,91730,A00013
JG-15160,United States,South,Kentucky,Murray,42071,A02254
RR-19525,United States,East,Ohio,Toledo,43615,A04049
SR-20425,United States,West,Colorado,Louisville,80027,A04413
LS-16975,United States,East,New York,New York City,10035,A02920
MH-18115,United States,Central,Texas,Pharr,78577,A03172
SC-20095,United States,West,Utah,West Jordan,84084,A04132
JB-16000,United States,Central,Texas,Brownsville,78521,A02102
AC-10450,United States,East,New York,New York City,10011,A00077
MO-17800,United States,East,Pennsylvania,Philadelphia,19140,A03267
RB-19645,United States,West,Montana,Billings,59102,A03861
AI-10855,United States,South,Virginia,Chesapeake,23320,A00218
DR-12880,United States,West,Oregon,Gresham,97030,A01407
DM-12955,United States,Central,Michigan,Lincoln Park,48146,A01333
JH-16180,United States,West,Oregon,Gresham,97030,A02292
AB-10060,United States,East,Pennsylvania,Philadelphia,19143,A00033
BD-11605,United States,South,Louisiana,Monroe,71203,A00433
AS-10045,United States,West,California,Pasadena,91104,A00314
ZD-21925,United States,South,Tennessee,Chattanooga,37421,A04906
KF-16285,United States,West,California,Long Beach,90805,A02622
BP-11230,United States,East,Ohio,Troy,45373,A00626
CC-12430,United States,Central,Minnesota,Minneapolis,55407,A00801
DB-13615,United States,West,Washington,Seattle,98105,A01184
TC-21475,United States,South,Georgia,Columbus,31907,A04612
NZ-18565,United States,West,Idaho,Meridian,83642,A03564
SW-20350,United States,Central,Michigan,Detroit,48227,A04510
TS-21370,United States,Central,Illinois,Chicago,60623,A04729
DM-13345,United States,East,Ohio,Newark,43055,A01348
RE-19450,United States,Central,Texas,Dallas,75081,A03945
JD-16150,United States,East,Delaware,Newark,19711,A02161
BF-11215,United States,West,New Mexico,Albuquerque,87105,A00507
ML-17755,United States,East,Ohio,Toledo,43615,A03215
YC-21895,United States,East,Delaware,Newark,19711,A04883
LR-16915,United States,West,California,Los Angeles,90045,A02900
BS-11755,United States,West,California,Los Angeles,90032,A00657
KM-16375,United States,Central,Texas,Dallas,75217,A02691
BT-11530,United States,West,California,San Diego,92037,A00683
KB-16405,United States,West,California,Apple Valley,92307,A02551
DW-13480,United States,South,Kentucky,Louisville,40214,A01455
JC-15340,United States,East,New York,New York City,10024,A02115
TP-21415,United States,Central,Texas,Houston,77070,A04697
DB-12910,United States,South,Kentucky,Henderson,42420,A01123
BH-11710,United States,East,Delaware,Newark,19711,A00540
TD-20995,United States,Central,Illinois,Bolingbrook,60440,A04626
CV-12805,United States,Central,Texas,Fort Worth,76106,A01089
CS-12355,United States,East,New York,New York City,10024,A01051
JG-15310,United States,East,Rhode Island,Providence,2908,A02262
JP-16135,United States,East,Ohio,Columbus,43229,A02473
EC-14050,United States,East,New York,New York City,10024,A01554
KH-16630,United States,Central,Texas,Houston,77070,A02652
FG-14260,United States,Central,Illinois,Aurora,60505,A01726
AA-10480,United States,Central,Missouri,Springfield,65807,A00018
MS-17770,United States,West,Washington,Seattle,98105,A03328
JE-15610,United States,South,Florida,Lakeland,33801,A02173
EB-14110,United States,East,Pennsylvania,Philadelphia,19134,A01544
BP-11155,United States,East,New York,New York City,10011,A00610
CC-12100,United States,West,California,Los Angeles,90049,A00772
JP-15460,United States,East,New York,Oceanside,11572,A02464
LS-16975,United States,Central,Texas,Dallas,75081,A02916
JL-15850,United States,East,New York,New York City,10035,A02390
CY-12745,United States,Central,Texas,San Antonio,78207,A01108
RB-19360,United States,East,Ohio,Cincinnati,45231,A03830
AR-10825,United States,Central,Texas,Austin,78745,A00302
CS-11845,United States,West,Washington,Seattle,98105,A01008
AR-10825,United States,West,California,Los Angeles,90004,A00306
RD-19810,United States,East,New York,New York City,10035,A03927
KH-16510,United States,West,Washington,Seattle,98103,A02648
NF-18385,United States,East,Ohio,Newark,43055,A03453
SM-20950,United States,Central,Minnesota,Maple Grove,55369,A04347
GH-14410,United States,West,Arizona,Glendale,85301,A01850
EM-13810,United States,East,New York,New York City,10009,A01636
DB-13210,United States,South,North Carolina,Jacksonville,28540,A01149
PT-19090,United States,Central,Texas,Houston,77070,A03765
HF-14995,United States,West,California,San Francisco,94109,A01971
KW-16435,United States,Central,Michigan,Lansing,48911,A02756
KC-16675,United States,South,Florida,Tallahassee,32303,A02586
PK-19075,United States,South,South Carolina,Columbia,29203,A03666
KT-16465,United States,Central,Illinois,Chicago,60623,A02736
EP-13915,United States,Central,Michigan,Detroit,48227,A01676
AP-10915,United States,West,Colorado,Fort Collins,80525,A00274
SH-20395,United States,East,New York,New York City,10024,A04290
SM-20950,United States,East,New York,New York City,10011,A04349
BM-11650,United States,East,Maryland,Columbia,21044,A00557
TC-20980,United States,Central,Texas,Houston,77041,A04597
KB-16585,United States,East,Massachusetts,Lowell,1852,A02560
JE-16165,United States,West,California,Woodland,95695,A02203
DR-12940,United States,Central,Illinois,Chicago,60610,A01417
RW-19630,United States,East,New York,New York City,10035,A04075
ML-18040,United States,Central,Texas,Missouri City,77489,A03218
JL-15130,United States,Central,Texas,Houston,77036,A02355
CM-12655,United States,South,Mississippi,Jackson,39212,A00967
FH-14365,United States,East,New York,New York City,10009,A01751
EH-13945,United States,West,Arizona,Tempe,85281,A01588
TB-21280,United States,South,North Carolina,Jacksonville,28540,A04555
AH-10030,United States,East,Pennsylvania,Philadelphia,19134,A00163
TT-21070,United States,East,Ohio,Akron,44312,A04757
RD-19900,United States,West,California,San Diego,92037,A03936
LA-16780,United States,West,California,Fresno,93727,A02766
SH-19975,United States,Central,Texas,Pearland,77581,A04280
SF-20200,United States,Central,Indiana,Richmond,47374,A04243
TH-21235,United States,East,Pennsylvania,Philadelphia,19134,A04659
VG-21790,United States,West,California,San Mateo,94403,A04813
NP-18325,United States,West,California,Oakland,94601,A03510
FH-14275,United States,East,New York,New York City,10024,A01738
JP-15460,United States,East,New Jersey,Lakewood,8701,A02461
ES-14080,United States,West,Arizona,Tempe,85281,A01703
KL-16645,United States,East,New York,New York City,10035,A02679
BN-11515,United States,East,New York,New York City,10009,A00582
ND-18370,United States,Central,Texas,Houston,77095,A03434
JL-15130,United States,West,California,Riverside,92503,A02359
RC-19825,United States,East,Connecticut,Fairfield,6824,A03880
CC-12475,United States,East,New York,New York City,10024,A00813
DW-13195,United States,Central,Texas,Houston,77095,A01448
CK-12760,United States,South,Virginia,Arlington,22204,A00901
EG-13900,United States,Central,Illinois,Chicago,60623,A01565
SJ-20215,United States,Central,Texas,Grand Prairie,75051,A04312
BP-11185,United States,West,Washington,Seattle,98103,A00621
SJ-20125,United States,West,Washington,Seattle,98103,A04307
MC-17590,United States,Central,Michigan,Grand Rapids,49505,A03023
BG-11740,United States,East,Pennsylvania,Philadelphia,19120,A00532
MA-17560,United States,Central,Illinois,Chicago,60610,A02967
CC-12220,United States,West,Washington,Seattle,98105,A00791
RA-19885,United States,South,Florida,Jacksonville,32216,A03810
DK-12835,United States,South,Tennessee,Franklin,37064,A01252
LB-16795,United States,Central,Illinois,Highland Park,60035,A02778
CM-11815,United States,Central,Texas,Pasadena,77506,A00932
TS-21205,United States,West,California,San Francisco,94109,A04723
RF-19345,United States,South,Florida,Miami,33180,A03953
JF-15565,United States,East,Pennsylvania,Philadelphia,19120,A02243
EH-14185,United States,South,Alabama,Decatur,35601,A01612
VW-21775,United States,Central,South Dakota,Sioux Falls,57103,A04857
KN-16450,United States,West,California,Visalia,93277,A02724
SJ-20215,United States,West,California,Los Angeles,90049,A04313
PS-19045,United States,West,California,Los Angeles,90032,A03760
KM-16225,United States,Central,Kansas,Overland Park,66212,A02686
GM-14695,United States,South,Virginia,Alexandria,22304,A01901
KT-16465,United States,South,North Carolina,Raleigh,27604,A02741
MH-17785,United States,East,New York,New York City,10035,A03159
AF-10885,United States,East,Ohio,Fairfield,45014,A00104
JP-16135,United States,Central,Oklahoma,Muskogee,74403,A02475
RD-19585,United States,West,California,Temecula,92592,A03905
JF-15295,United States,Central,Michigan,Sterling Heights,48310,A02215
CK-12595,United States,West,California,San Diego,92024,A00900
KH-16510,United States,Central,Texas,Dallas,75081,A02643
CM-12655,United States,East,New York,New York City,10035,A00970
EB-13870,United States,West,Arizona,Phoenix,85023,A01529
MW-18235,United States,West,California,San Francisco,94122,A03369
CS-11950,United States,East,Pennsylvania,Philadelphia,19140,A01022
SP-20620,United States,Central,Texas,Laredo,78041,A04380
GT-14635,United States,East,New York,New York City,10009,A01910
LW-17215,United States,East,New York,New York City,10035,A02964
AH-10030,United States,South,Mississippi,Gulfport,39503,A00160
TH-21100,United States,West,California,San Diego,92037,A04647
HG-15025,United States,East,New York,Oceanside,11572,A01995
EB-13750,United States,Central,Texas,Round Rock,78664,A01514
SC-20725,United States,West,California,Redlands,92374,A04193
TS-21505,United States,South,Tennessee,Columbia,38401,A04741
TH-21550,United States,East,New York,New York City,10009,A04666
KD-16270,United States,Central,Texas,Houston,77095,A02587
GM-14455,United States,Central,Illinois,Chicago,60653,A01881
PR-18880,United States,West,California,Oakland,94601,A03740
TB-21055,United States,East,Massachusetts,Quincy,2169,A04538
ON-18715,United States,West,California,Yucaipa,92399,A03578
AH-10195,United States,Central,Illinois,Chicago,60623,A00185
NM-18520,United States,West,Washington,Seattle,98105,A03508
AR-10510,United States,East,New York,New York City,10024,A00292
BM-11650,United States,West,California,San Diego,92037,A00566
CA-12310,United States,East,Connecticut,Bristol,6010,A00733
NF-18595,United States,Central,Illinois,Chicago,60610,A03459
AF-10870,United States,Central,Illinois,Chicago,60610,A00098
TC-21535,United States,East,New York,New York City,10024,A04623
Dp-13240,United States,East,Massachusetts,Revere,2151,A01481
MC-17425,United States,Central,Texas,Houston,77036,A03009
LC-17050,United States,West,California,Mission Viejo,92691,A02819
BM-11650,United States,Central,Texas,Dallas,75217,A00559
NW-18400,United States,West,Nevada,Las Vegas,89115,A03554
TB-21280,United States,Central,Oklahoma,Norman,73071,A04558
BS-11755,United States,West,California,San Francisco,94122,A00659
SO-20335,United States,East,New York,Hempstead,11550,A04369
CS-12490,United States,Central,Texas,Conroe,77301,A01065
PO-19180,United States,Central,Texas,Houston,77095,A03716
TD-20995,United States,East,Pennsylvania,Philadelphia,19120,A04630
SP-20620,United States,South,Florida,Tampa,33614,A04386
MS-17365,United States,East,New York,New York City,10035,A03306
Dp-13240,United States,South,North Carolina,Charlotte,28205,A01474
DB-13660,United States,Central,Texas,Dallas,75081,A01186
MG-17650,United States,West,Washington,Seattle,98103,A03108
EH-14185,United States,Central,Texas,Pasadena,77506,A01614
CL-11890,United States,East,Pennsylvania,Philadelphia,19143,A00912
KF-16285,United States,Central,Indiana,Indianapolis,46203,A02621
DH-13075,United States,South,Kentucky,Richmond,40475,A01231
LA-16780,United States,Central,Illinois,Tinley Park,60477,A02772
HZ-14950,United States,Central,Texas,Houston,77095,A02059
CM-12190,United States,West,California,Los Angeles,90004,A00949
LB-16795,United States,East,Ohio,Columbus,43229,A02777
JF-15490,United States,East,Ohio,Columbus,43229,A02230
GM-14695,United States,West,California,San Francisco,94122,A01903
SS-20590,United States,Central,Wisconsin,Madison,53711,A04440
TC-21475,United States,West,Colorado,Aurora,80013,A04610
CC-12430,United States,East,New York,New York City,10024,A00803
CL-12565,United States,West,California,Los Angeles,90004,A00919
DE-13255,United States,Central,Iowa,Dubuque,52001,A01213
SZ-20035,United States,East,Ohio,Lancaster,43130,A04525
LF-17185,United States,West,California,Inglewood,90301,A02841
AB-10165,United States,West,Washington,Bellevue,98006,A00050
NM-18520,United States,Central,Illinois,Chicago,60610,A03501
RA-19945,United States,Central,Texas,Dallas,75217,A03824
PO-19195,United States,West,California,San Francisco,94122,A03728
KA-16525,United States,East,New York,New York City,10024,A02529
JD-16150,United States,East,New York,New York City,10011,A02160
JO-15145,United States,East,Pennsylvania,Philadelphia,19140,A02443
LE-16810,United States,East,Delaware,Newark,19711,A02837
AH-10690,United States,East,New York,New York City,10024,A00210
KN-16705,United States,South,Alabama,Auburn,36830,A02725
TB-21250,United States,West,California,Los Angeles,90049,A04551
DP-13390,United States,West,California,San Francisco,94110,A01404
KN-16705,United States,South,North Carolina,Raleigh,27604,A02730
ST-20530,United States,South,Georgia,Macon,31204,A04453
EB-13870,United States,South,Tennessee,Nashville,37211,A01524
AH-10210,United States,South,Tennessee,Nashville,37211,A00193
AS-10090,United States,East,Pennsylvania,Philadelphia,19143,A00322
EM-13825,United States,Central,Texas,Dallas,75081,A01638
KA-16525,United States,East,New Jersey,Perth Amboy,8861,A02532
HJ-14875,United States,South,Florida,Jacksonville,32216,A01998
ND-18370,United States,South,Florida,Jacksonville,32216,A03435
EH-13765,United States,East,Massachusetts,Revere,2151,A01576
MH-17455,United States,South,North Carolina,Jacksonville,28540,A03147
CL-11890,United States,West,California,San Francisco,94122,A00913
SF-20965,United States,East,Ohio,Columbus,43229,A04247
EP-13915,United States,Central,Michigan,Dearborn Heights,48127,A01674
RW-19630,United States,Central,Kansas,Overland Park,66212,A04076
SJ-20500,United States,West,New Mexico,Santa Fe,87505,A04320
SP-20620,United States,West,California,San Francisco,94110,A04385
PJ-19015,United States,South,Alabama,Mobile,36608,A03660
CC-12610,United States,South,Virginia,Springfield,22153,A00826
MY-18295,United States,East,Delaware,Newark,19711,A03387
DB-13210,United States,South,North Carolina,Hickory,28601,A01147
MG-17875,United States,South,Florida,Fort Lauderdale,33311,A03119
RH-19600,United States,Central,Illinois,Carol Stream,60188,A03985
KB-16240,United States,Central,Minnesota,Saint Cloud,56301,A02541
CA-12055,United States,West,California,Los Angeles,90036,A00721
JK-15730,United States,South,Alabama,Mobile,36608,A02342
RD-19930,United States,Central,Texas,Austin,78745,A03939
JK-16120,United States,East,New York,New York City,10009,A02352
SC-20020,United States,Central,Texas,Plano,75023,A04114
HW-14935,United States,Central,Illinois,Chicago,60653,A02049
SC-20800,United States,South,Mississippi,Jackson,39212,A04205
HA-14920,United States,South,North Carolina,Fayetteville,28314,A01953
MG-17875,United States,Central,Illinois,Aurora,60505,A03117
DM-12955,United States,West,California,Sacramento,95823,A01336
DM-13345,United States,Central,Iowa,Des Moines,50315,A01346
ML-17395,United States,West,California,San Diego,92105,A03200
GA-14515,United States,Central,Texas,Dallas,75081,A01803
SU-20665,United States,South,Mississippi,Jackson,39212,A04462
BD-11320,United States,West,California,San Diego,92024,A00417
DB-13405,United States,South,Florida,Orlando,32839,A01171
RP-19855,United States,Central,Indiana,Lafayette,47905,A04037
EH-13765,United States,East,New York,New York City,10035,A01574
JL-15835,United States,West,California,Los Angeles,90049,A02381
FM-14380,United States,East,New York,New York City,10024,A01780
SB-20290,United States,South,Kentucky,Henderson,42420,A04105
SV-20365,United States,East,Ohio,Columbus,43229,A04466
MM-17920,United States,Central,Texas,College Station,77840,A03227
RD-19810,United States,South,Kentucky,Richmond,40475,A03928
ME-17320,United States,Central,Illinois,Chicago,60653,A03071
FH-14275,United States,East,Pennsylvania,Philadelphia,19120,A01740
PO-18865,United States,West,California,Los Angeles,90036,A03711
CC-12550,United States,West,California,Los Angeles,90008,A00817
TS-21505,United States,West,California,San Francisco,94122,A04744
MD-17350,United States,East,Ohio,Akron,44312,A03059
GT-14755,United States,West,California,Los Angeles,90049,A01923
RD-19660,United States,Central,Missouri,Independence,64055,A03907
DB-12910,United States,Central,Texas,Dallas,75220,A01121
JK-15640,United States,West,Washington,Seattle,98105,A02332
FC-14335,United States,Central,Texas,Mesquite,75150,A01721
JW-15955,United States,East,New York,Long Beach,11561,A02518
DC-12850,United States,South,Florida,North Miami,33161,A01200
FM-14290,United States,West,California,Bakersfield,93309,A01763
MT-17815,United States,South,Mississippi,Jackson,39212,A03339
DK-13090,United States,Central,Nebraska,Fremont,68025,A01275
KD-16495,United States,Central,Michigan,Jackson,49201,A02601
AG-10300,United States,West,California,San Francisco,94122,A00116
MH-18115,United States,East,Ohio,Lancaster,43130,A03171
AC-10450,United States,South,Louisiana,Lafayette,70506,A00075
FM-14290,United States,South,Kentucky,Richmond,40475,A01769
RA-19285,United States,Central,Texas,Houston,77070,A03797
JG-15160,United States,East,New York,New York City,10024,A02255
NZ-18565,United States,East,Ohio,Toledo,43615,A03568
KM-16225,United States,East,Pennsylvania,Philadelphia,19143,A02687
LC-17140,United States,East,Pennsylvania,Philadelphia,19140,A02826
NP-18700,United States,West,Colorado,Denver,80219,A03528
RB-19330,United States,East,Pennsylvania,Philadelphia,19143,A03828
TH-21550,United States,East,Maryland,Columbia,21044,A04662
CK-12595,United States,East,New York,New York City,10024,A00897
ST-20530,United States,East,New York,New York City,10035,A04454
GB-14530,United States,East,Ohio,Newark,43055,A01829
NC-18535,United States,Central,Texas,Dallas,75217,A03421
AB-10255,United States,East,Pennsylvania,Philadelphia,19134,A00064
SC-20770,United States,Central,Texas,San Antonio,78207,A04201
JC-15340,United States,East,Pennsylvania,Philadelphia,19120,A02116
