,SalesID,OrderID,ProductID,Sales,Quantity,Discount,Profit
2123,SSS02123,CA-2017-167381,OFF-LA-10000134,27.72,9,0.0,13.3056
2124,SSS02124,CA-2017-144862,OFF-EN-10003040,104.68,5,0.2,35.3295
2125,SSS02125,CA-2017-144862,TEC-PH-10000923,62.958,7,0.4,9.4437
2126,SSS02126,CA-2014-126032,TEC-AC-10000158,86.376,3,0.2,1.0797
2127,SSS02127,CA-2015-134859,FUR-FU-10003623,64.944,3,0.2,6.4944
2128,SSS02128,CA-2015-134859,OFF-PA-10001293,20.736,4,0.2,7.2576
2129,SSS02129,US-2014-114188,OFF-AP-10000124,33.28,4,0.0,9.3184
2130,SSS02130,US-2014-114188,OFF-AR-10004511,38.52,9,0.0,11.9412
2131,SSS02131,US-2014-114188,FUR-FU-10000076,139.86,7,0.0,60.1398
2132,SSS02132,CA-2015-156524,OFF-PA-10003883,19.65,3,0.0,9.039
2133,SSS02133,CA-2015-122210,OFF-BI-10003656,152.991,3,0.7,-122.3928
2134,SSS02134,CA-2015-122210,OFF-FA-10000053,10.584,7,0.2,-2.3814
2135,SSS02135,CA-2015-122210,TEC-PH-10002807,94.92,4,0.4,15.82
2136,SSS02136,CA-2015-156377,FUR-FU-10002364,14.76,5,0.6,-11.439
2137,SSS02137,CA-2015-156377,OFF-BI-10002954,3.656,4,0.8,-5.8496
2138,SSS02138,US-2017-157896,OFF-PA-10004092,146.82,3,0.0,73.41
2139,SSS02139,CA-2014-159520,OFF-BI-10003982,149.544,9,0.2,50.4711
2140,SSS02140,CA-2014-159520,OFF-SU-10001664,17.14,2,0.0,4.4564
2141,SSS02141,CA-2014-159520,FUR-TA-10003238,991.764,3,0.4,-347.1174
2142,SSS02142,CA-2016-155481,OFF-PA-10004675,30.48,6,0.2,9.906
2143,SSS02143,CA-2016-155481,TEC-PH-10002293,23.988,2,0.4,-4.7976
2144,SSS02144,CA-2016-155481,OFF-FA-10002780,16.688,7,0.2,5.4236
2145,SSS02145,US-2016-152051,FUR-CH-10002965,422.058,3,0.3,-18.0882
2146,SSS02146,US-2016-152051,OFF-BI-10004781,38.088,4,0.7,-27.9312
2147,SSS02147,US-2016-152051,OFF-ST-10001713,254.352,6,0.2,-50.8704
2148,SSS02148,CA-2014-141607,FUR-FU-10003975,43.31,1,0.0,4.331
2149,SSS02149,CA-2017-102771,TEC-PH-10001536,84.95,5,0.0,22.087
2150,SSS02150,US-2017-139969,FUR-CH-10001973,233.058,3,0.3,-53.2704
2151,SSS02151,CA-2014-167360,TEC-AC-10001772,111.79,7,0.0,43.5981
2152,SSS02152,CA-2015-123505,OFF-PA-10002586,14.94,3,0.0,7.0218
2153,SSS02153,CA-2016-117282,OFF-BI-10004094,14.16,2,0.2,5.133
2154,SSS02154,US-2016-120460,FUR-FU-10004973,22.608,3,0.6,-10.1736
2155,SSS02155,CA-2016-111115,OFF-FA-10000624,21.48,6,0.0,10.74
2156,SSS02156,CA-2014-124646,OFF-ST-10001097,501.81,3,0.0,0.0
2157,SSS02157,CA-2014-124646,OFF-ST-10001469,161.94,3,0.0,9.7164
2158,SSS02158,CA-2017-148166,OFF-AR-10004956,17.856,4,0.2,2.0088
2159,SSS02159,CA-2016-159737,OFF-BI-10004236,8.808,3,0.8,-14.9736
2160,SSS02160,CA-2016-141019,FUR-FU-10002937,79.384,1,0.2,29.769
2161,SSS02161,CA-2016-101938,OFF-AR-10003696,34.58,1,0.0,10.0282
2162,SSS02162,CA-2017-166296,OFF-PA-10004359,314.55,3,0.0,150.984
2163,SSS02163,CA-2016-154018,TEC-AC-10002402,191.976,3,0.2,23.997
2164,SSS02164,CA-2016-154018,OFF-PA-10000551,8.288,2,0.2,3.0044
2165,SSS02165,CA-2016-154018,FUR-FU-10003394,139.92,5,0.6,-150.414
2166,SSS02166,CA-2016-154018,OFF-AR-10002067,15.872,1,0.2,1.1904
2167,SSS02167,CA-2016-154018,OFF-BI-10004140,6.286,7,0.8,-11.0005
2168,SSS02168,CA-2017-117870,OFF-AR-10004078,14.016,3,0.2,1.752
2169,SSS02169,CA-2017-117870,TEC-AC-10000927,71.976,3,0.2,-8.997
2170,SSS02170,CA-2017-117870,TEC-PH-10003931,107.982,3,0.4,-26.9955
2171,SSS02171,US-2017-137491,FUR-CH-10004675,305.312,2,0.3,-8.7232
2172,SSS02172,CA-2014-152296,OFF-BI-10004506,19.752,3,0.2,6.9132
2173,SSS02173,CA-2016-112025,OFF-BI-10002353,9.264,3,0.8,-13.896
2174,SSS02174,CA-2015-132507,OFF-ST-10000943,61.792,4,0.2,6.1792
2175,SSS02175,CA-2016-125738,OFF-PA-10000740,45.68,2,0.0,21.0128
2176,SSS02176,CA-2016-125738,OFF-PA-10003001,60.12,9,0.0,28.8576
2177,SSS02177,CA-2016-125738,OFF-BI-10001628,41.72,5,0.2,13.0375
2178,SSS02178,CA-2016-125738,OFF-PA-10001509,71.6,8,0.0,32.936
2179,SSS02179,CA-2016-128818,OFF-BI-10000309,85.232,7,0.2,30.8966
2180,SSS02180,CA-2016-128818,OFF-LA-10003923,44.4,3,0.0,22.2
2181,SSS02181,CA-2016-128818,FUR-CH-10002084,442.764,4,0.1,59.0352
2182,SSS02182,CA-2016-128818,TEC-MA-10000488,3999.95,5,0.0,1159.9855
2183,SSS02183,CA-2016-128818,TEC-AC-10001767,199.95,5,0.0,21.9945
2184,SSS02184,CA-2016-128818,FUR-FU-10001940,63.68,8,0.0,28.0192
2185,SSS02185,CA-2017-124576,OFF-BI-10002735,54.896,2,0.2,18.5274
2186,SSS02186,CA-2016-101378,TEC-AC-10002345,29.0,2,0.0,7.25
2187,SSS02187,CA-2017-143063,OFF-EN-10003134,70.08,6,0.0,35.04
2188,SSS02188,CA-2017-143063,FUR-FU-10003708,121.3,2,0.0,25.473
2189,SSS02189,CA-2017-143063,TEC-PH-10003645,1454.49,9,0.0,378.1674
2190,SSS02190,CA-2016-118913,OFF-AP-10000692,60.81,3,0.0,17.0268
2191,SSS02191,CA-2016-128412,OFF-BI-10001718,153.552,3,0.2,51.8238
2192,SSS02192,CA-2016-128412,OFF-AP-10002082,65.34,3,0.0,22.869
2193,SSS02193,CA-2016-128412,OFF-PA-10001125,123.92,4,0.0,55.764
2194,SSS02194,CA-2016-128412,OFF-AP-10000252,35.1,3,0.0,12.285
2195,SSS02195,CA-2016-128412,TEC-AC-10003038,44.75,5,0.0,8.5025
2196,SSS02196,CA-2016-136483,OFF-AR-10000940,4.704,2,0.2,0.4116
2197,SSS02197,CA-2014-163013,OFF-AR-10001954,14.67,3,0.0,3.9609
2198,SSS02198,CA-2015-135363,OFF-PA-10003177,15.552,3,0.2,5.4432
2199,SSS02199,CA-2015-135363,OFF-PA-10000533,5.232,1,0.2,1.7004
2200,SSS02200,US-2014-165659,FUR-FU-10001935,22.2,6,0.0,9.102
2201,SSS02201,US-2014-165659,TEC-PH-10002563,881.93,7,0.0,229.3018
2202,SSS02202,CA-2015-138002,OFF-BI-10002160,6.096,2,0.2,2.1336
2203,SSS02203,CA-2015-138002,FUR-FU-10004748,191.82,3,0.0,74.8098
2204,SSS02204,CA-2015-128860,FUR-FU-10001473,20.104,1,0.2,1.7591
2205,SSS02205,CA-2016-164350,OFF-AR-10000538,67.56,3,0.2,8.445
2206,SSS02206,US-2014-103905,OFF-BI-10001098,29.932,7,0.8,-46.3946
2207,SSS02207,US-2014-103905,TEC-PH-10001552,38.272,4,0.2,3.8272
2208,SSS02208,CA-2015-129854,OFF-AR-10000390,16.52,4,0.0,7.5992
2209,SSS02209,CA-2014-125556,TEC-PH-10001079,832.93,7,0.0,233.2204
2210,SSS02210,CA-2014-125556,OFF-BI-10003460,43.8,10,0.0,21.024
2211,SSS02211,CA-2016-162313,OFF-AP-10003842,167.292,6,0.1,29.7408
2212,SSS02212,CA-2017-107874,FUR-FU-10003535,27.42,1,0.0,11.2422
2213,SSS02213,CA-2017-129378,OFF-BI-10002012,1.44,1,0.2,0.504
2214,SSS02214,CA-2017-129378,OFF-BI-10001922,61.776,13,0.2,20.8494
2215,SSS02215,CA-2017-129378,OFF-AP-10000576,241.96,2,0.0,60.49
2216,SSS02216,CA-2017-129378,FUR-CH-10000553,108.608,4,0.2,9.5032
2217,SSS02217,CA-2014-151953,OFF-AR-10003469,2.816,2,0.2,0.9856
2218,SSS02218,CA-2017-130841,OFF-BI-10000145,9.984,4,0.2,3.6192
2219,SSS02219,CA-2017-130841,OFF-ST-10001580,14.98,1,0.0,4.1944
2220,SSS02220,CA-2017-130841,TEC-PH-10001817,1145.6,4,0.2,100.24
2221,SSS02221,CA-2015-131884,TEC-PH-10001578,485.94,2,0.4,-89.089
2222,SSS02222,CA-2015-131884,OFF-AR-10004078,37.376,8,0.2,4.672
2223,SSS02223,CA-2015-131884,FUR-CH-10004860,70.686,1,0.3,-24.2352
2224,SSS02224,CA-2017-121909,OFF-PA-10003790,54.816,3,0.2,17.8152
2225,SSS02225,CA-2016-106383,FUR-BO-10002202,72.294,1,0.7,-98.8018
2226,SSS02226,CA-2017-130771,OFF-FA-10003059,2.896,2,0.2,0.4706
2227,SSS02227,CA-2017-130771,TEC-PH-10002496,124.792,1,0.2,15.599
2228,SSS02228,CA-2016-139157,FUR-TA-10003238,330.588,1,0.4,-115.7058
2229,SSS02229,CA-2014-128055,OFF-BI-10004390,673.568,2,0.2,252.588
2230,SSS02230,CA-2014-128055,OFF-AP-10002765,52.98,2,0.0,14.8344
2231,SSS02231,CA-2017-157091,FUR-FU-10000293,526.45,5,0.0,31.587
2232,SSS02232,CA-2017-132122,OFF-ST-10003692,228.92,5,0.2,14.3075
2233,SSS02233,CA-2015-123232,TEC-PH-10001051,319.968,4,0.2,35.9964
2234,SSS02234,CA-2017-104066,TEC-AC-10001013,205.03,7,0.0,67.6599
2235,SSS02235,CA-2015-145849,OFF-ST-10000025,190.86,2,0.0,11.4516
2236,SSS02236,CA-2015-145849,OFF-AR-10000817,24.32,8,0.0,8.2688
2237,SSS02237,CA-2016-122322,OFF-SU-10000952,44.4,5,0.0,12.432
2238,SSS02238,CA-2017-166849,FUR-FU-10004597,44.4,2,0.6,-52.17
2239,SSS02239,CA-2016-146633,OFF-BI-10003527,1016.792,1,0.2,381.297
2240,SSS02240,CA-2016-146633,OFF-BI-10002982,38.136,7,0.2,13.3476
2241,SSS02241,US-2016-126893,TEC-PH-10004165,494.982,3,0.4,-115.4958
2242,SSS02242,CA-2017-103380,OFF-ST-10003442,56.56,2,0.0,15.2712
2243,SSS02243,CA-2017-103380,OFF-AR-10003856,5.56,2,0.0,1.4456
2244,SSS02244,CA-2017-103380,OFF-FA-10004248,9.02,2,0.0,3.5178
2245,SSS02245,CA-2017-103380,OFF-AP-10001492,8.62,1,0.0,2.2412
2246,SSS02246,CA-2017-103380,TEC-PH-10004165,659.976,3,0.2,49.4982
2247,SSS02247,CA-2015-116092,OFF-PA-10004285,13.36,2,0.0,6.4128
2248,SSS02248,CA-2015-116092,OFF-BI-10001628,41.72,5,0.2,13.0375
2249,SSS02249,CA-2015-116092,OFF-BI-10000546,11.52,5,0.2,4.176
2250,SSS02250,CA-2015-116092,OFF-AP-10001391,541.44,6,0.0,157.0176
2251,SSS02251,CA-2015-116092,OFF-PA-10000477,19.44,3,0.0,9.3312
2252,SSS02252,CA-2016-117849,OFF-PA-10004327,143.7,3,0.0,68.976
2253,SSS02253,CA-2015-169201,OFF-AP-10000696,43.26,3,0.0,14.2758
2254,SSS02254,CA-2015-169201,OFF-AP-10002082,43.56,2,0.0,15.246
2255,SSS02255,CA-2016-164091,TEC-PH-10001944,437.85,3,0.0,131.355
2256,SSS02256,CA-2016-164091,FUR-FU-10004952,109.48,2,0.0,33.9388
2257,SSS02257,CA-2017-105214,FUR-CH-10000015,1212.96,7,0.2,90.972
2258,SSS02258,CA-2017-105214,OFF-PA-10001776,18.54,2,0.0,8.7138
2259,SSS02259,CA-2015-117611,OFF-FA-10002280,5.0,1,0.0,2.4
2260,SSS02260,CA-2015-117611,TEC-AC-10002049,371.97,3,0.0,66.9546
2261,SSS02261,US-2015-137960,TEC-AC-10002253,166.24,1,0.0,24.936
2262,SSS02262,CA-2017-122994,FUR-BO-10004015,359.97,3,0.0,79.1934
2263,SSS02263,CA-2016-131065,TEC-AC-10004145,499.98,2,0.0,114.9954
2264,SSS02264,CA-2016-131065,OFF-PA-10002479,5.28,1,0.0,2.376
2265,SSS02265,CA-2016-131065,OFF-BI-10004970,8.26,2,0.0,3.8822
2266,SSS02266,CA-2017-149146,OFF-PA-10003919,7.968,2,0.2,2.6892
2267,SSS02267,CA-2017-137470,OFF-PA-10002001,12.96,2,0.0,6.3504
2268,SSS02268,CA-2017-105480,OFF-PA-10002787,6.48,1,0.0,3.1104
2269,SSS02269,CA-2017-105480,OFF-BI-10003291,6.984,1,0.2,2.3571
2270,SSS02270,CA-2017-164917,OFF-AR-10004344,47.96,5,0.2,4.1965
2271,SSS02271,CA-2015-102036,OFF-ST-10003123,199.74,6,0.0,47.9376
2272,SSS02272,CA-2015-142944,FUR-FU-10000308,435.26,7,0.0,95.7572
2273,SSS02273,CA-2015-142944,TEC-CO-10003763,1119.984,2,0.2,377.9946
2274,SSS02274,CA-2014-157882,FUR-TA-10001866,143.432,1,0.2,3.5858
2275,SSS02275,CA-2014-157882,FUR-CH-10002774,122.352,3,0.2,13.7646
2276,SSS02276,CA-2014-104283,OFF-ST-10004337,306.2,5,0.0,0.0
2277,SSS02277,CA-2014-104283,FUR-TA-10001039,85.98,1,0.0,22.3548
2278,SSS02278,CA-2014-104283,TEC-AC-10000109,223.96,4,0.0,53.7504
2279,SSS02279,CA-2017-142622,FUR-CH-10003833,97.568,2,0.2,-6.098
2280,SSS02280,CA-2017-142622,FUR-CH-10004289,614.272,8,0.2,-23.0352
2281,SSS02281,CA-2017-142622,FUR-BO-10004467,199.98,2,0.0,37.9962
2282,SSS02282,CA-2016-132143,OFF-PA-10002713,48.16,7,0.0,22.1536
2283,SSS02283,CA-2015-153108,TEC-PH-10001552,23.92,2,0.0,6.6976
2284,SSS02284,CA-2015-153108,OFF-AP-10002222,60.69,7,0.0,16.3863
2285,SSS02285,CA-2016-112676,OFF-PA-10003971,14.352,3,0.2,5.2026
2286,SSS02286,CA-2017-165687,OFF-AP-10004036,35.04,2,0.0,12.264
2287,SSS02287,US-2017-112928,OFF-AP-10002287,17.48,5,0.2,1.311
2288,SSS02288,CA-2017-143343,OFF-AR-10002375,16.4,5,0.0,4.756
2289,SSS02289,CA-2017-115154,FUR-TA-10001950,892.98,2,0.0,80.3682
2290,SSS02290,CA-2015-149342,TEC-PH-10001557,287.97,3,0.0,77.7519
2291,SSS02291,CA-2015-149342,FUR-FU-10002937,595.38,6,0.0,297.69
2292,SSS02292,CA-2015-149342,OFF-PA-10001166,12.96,2,0.0,6.2208
2293,SSS02293,CA-2015-130995,TEC-PH-10000347,4.95,1,0.0,1.3365
2294,SSS02294,CA-2017-127929,FUR-FU-10003708,181.95,3,0.0,38.2095
2295,SSS02295,CA-2015-113145,OFF-PA-10002659,13.52,4,0.0,6.2192
2296,SSS02296,CA-2015-113145,FUR-FU-10000965,259.7,5,0.0,106.477
2297,SSS02297,CA-2015-113145,TEC-PH-10001527,42.95,1,0.0,1.2885
2298,SSS02298,CA-2015-113145,TEC-AC-10001838,1399.93,7,0.0,601.9699
2299,SSS02299,CA-2015-113145,TEC-PH-10002597,503.96,4,0.0,125.99
2300,SSS02300,CA-2014-162362,OFF-BI-10000756,12.72,3,0.0,6.36
2301,SSS02301,CA-2014-162362,OFF-BI-10000546,11.52,4,0.0,5.6448
2302,SSS02302,CA-2016-106558,TEC-AC-10001142,316.0,4,0.0,31.6
2303,SSS02303,CA-2017-157931,FUR-CH-10000785,723.92,4,0.0,188.2192
2304,SSS02304,CA-2017-157931,OFF-PA-10000474,106.32,3,0.0,49.9704
2305,SSS02305,CA-2016-115574,FUR-BO-10003441,141.372,2,0.3,-14.1372
2306,SSS02306,CA-2015-160794,OFF-PA-10004156,27.216,3,0.2,9.8658
2307,SSS02307,CA-2017-116225,TEC-AC-10001432,390.75,5,0.0,171.93
2308,SSS02308,US-2017-120418,FUR-CH-10001394,280.792,1,0.2,35.099
2309,SSS02309,US-2017-120418,OFF-ST-10002370,68.448,4,0.2,7.7004
2310,SSS02310,US-2017-120418,OFF-AR-10002956,88.04,5,0.2,6.603
2311,SSS02311,US-2017-120418,OFF-AR-10001955,15.872,1,0.2,1.984
2312,SSS02312,US-2017-120418,OFF-ST-10001809,215.592,3,0.2,-48.5082
2313,SSS02313,CA-2017-122035,OFF-LA-10004093,14.62,2,0.0,6.8714
2314,SSS02314,CA-2017-122035,OFF-AP-10002118,416.32,2,0.0,112.4064
2315,SSS02315,CA-2017-122035,OFF-BI-10000404,43.0,5,0.0,20.21
2316,SSS02316,CA-2017-122035,FUR-CH-10003833,182.94,3,0.0,27.441
2317,SSS02317,CA-2017-122035,OFF-BI-10002072,60.83,7,0.0,30.415
2318,SSS02318,CA-2017-122035,TEC-AC-10003095,389.97,3,0.0,132.5898
2319,SSS02319,CA-2015-117828,OFF-AP-10001563,194.32,4,0.0,56.3528
2320,SSS02320,CA-2017-165491,TEC-AC-10000358,265.93,7,0.0,63.8232
2321,SSS02321,CA-2015-109470,OFF-BI-10004492,94.74,3,0.0,44.5278
2322,SSS02322,CA-2015-109470,OFF-BI-10001072,60.64,4,0.0,27.8944
2323,SSS02323,CA-2015-109470,OFF-BI-10003707,76.3,5,0.0,38.15
2324,SSS02324,CA-2015-109470,OFF-BI-10000977,364.8,12,0.0,167.808
2325,SSS02325,CA-2015-105102,OFF-BI-10002082,79.872,3,0.2,29.952
2326,SSS02326,CA-2015-105102,FUR-BO-10004709,46.384,1,0.2,1.1596
2327,SSS02327,CA-2015-105102,OFF-PA-10002365,12.96,2,0.0,6.2208
2328,SSS02328,CA-2017-138422,OFF-EN-10004147,14.352,3,0.2,5.2026
2329,SSS02329,US-2015-147739,FUR-FU-10001468,547.136,4,0.2,-68.392
2330,SSS02330,CA-2016-155187,OFF-ST-10000642,41.96,2,0.0,2.9372
2331,SSS02331,CA-2016-155187,OFF-PA-10000380,41.7,5,0.0,20.85
2332,SSS02332,CA-2017-169285,OFF-PA-10004071,277.4,5,0.0,133.152
2333,SSS02333,CA-2017-169285,OFF-PA-10004971,5.78,1,0.0,2.8322
2334,SSS02334,CA-2014-140886,OFF-AP-10000696,69.216,6,0.2,11.2476
2335,SSS02335,CA-2017-152695,OFF-EN-10004030,10.86,3,0.0,5.1042
2336,SSS02336,CA-2017-152695,OFF-AP-10000026,426.79,7,0.0,123.7691
2337,SSS02337,CA-2014-110639,OFF-PA-10003936,25.92,4,0.0,12.4416
2338,SSS02338,CA-2014-110639,OFF-PA-10004530,45.92,4,0.0,22.5008
2339,SSS02339,CA-2014-121727,OFF-AR-10004930,10.72,2,0.2,1.742
2340,SSS02340,CA-2016-137736,OFF-AR-10004999,41.86,7,0.0,10.465
2341,SSS02341,US-2014-143231,FUR-FU-10002501,63.2,5,0.0,23.384
2342,SSS02342,US-2014-143231,TEC-AC-10000358,113.97,3,0.0,27.3528
2343,SSS02343,US-2014-155894,OFF-ST-10004804,123.552,3,0.2,-29.3436
2344,SSS02344,CA-2016-119025,OFF-AP-10001205,490.32,9,0.0,137.2896
2345,SSS02345,CA-2016-159373,OFF-PA-10000659,70.08,5,0.2,24.528
2346,SSS02346,CA-2016-159373,OFF-BI-10004141,1.272,2,0.8,-2.1624
2347,SSS02347,CA-2016-159373,FUR-TA-10004619,557.585,5,0.3,0.0
2348,SSS02348,CA-2017-109701,OFF-BI-10004187,9.024,6,0.2,3.1584
2349,SSS02349,CA-2017-109701,OFF-BI-10000632,69.456,2,0.2,22.5732
2350,SSS02350,CA-2017-109701,OFF-PA-10003724,10.86,2,0.0,5.3214
2351,SSS02351,CA-2017-109701,OFF-AP-10002765,79.47,3,0.0,22.2516
2352,SSS02352,CA-2017-109701,OFF-AR-10001868,10.08,6,0.0,5.04
2353,SSS02353,CA-2015-111514,FUR-BO-10002545,1552.831,7,0.15,200.9546
2354,SSS02354,CA-2015-111514,OFF-BI-10002735,137.24,5,0.2,46.3185
2355,SSS02355,CA-2015-111514,TEC-AC-10004864,36.51,1,0.0,15.6993
2356,SSS02356,CA-2015-111514,TEC-MA-10000597,239.976,3,0.2,80.9919
2357,SSS02357,US-2014-148838,FUR-TA-10003473,1579.746,7,0.4,-447.5947
2358,SSS02358,US-2014-148838,FUR-TA-10001950,1071.576,4,0.4,-553.6476
2359,SSS02359,US-2014-148838,FUR-TA-10004175,613.908,3,0.4,-122.7816
2360,SSS02360,US-2014-148838,OFF-PA-10002960,34.86,7,0.0,16.3842
2361,SSS02361,US-2014-148838,OFF-PA-10000919,155.04,4,0.0,75.9696
2362,SSS02362,CA-2017-136497,OFF-BI-10001553,13.71,5,0.7,-10.054
2363,SSS02363,US-2016-108637,FUR-FU-10004864,127.88,2,0.0,40.9216
2364,SSS02364,US-2016-108637,OFF-AP-10004540,160.32,2,0.0,44.8896
2365,SSS02365,US-2016-108637,OFF-BI-10004965,46.0,4,0.0,20.7
2366,SSS02366,CA-2014-102295,FUR-CH-10001714,120.712,1,0.2,-18.1068
2367,SSS02367,CA-2017-123659,OFF-PA-10002464,23.12,4,0.0,11.3288
2368,SSS02368,US-2016-129469,FUR-FU-10002298,532.704,6,0.2,-26.6352
2369,SSS02369,US-2016-129469,OFF-AR-10000315,4.912,2,0.2,0.307
2370,SSS02370,CA-2017-155152,TEC-AC-10004353,252.0,4,0.0,93.24
2371,SSS02371,CA-2016-159940,FUR-FU-10004973,60.288,8,0.6,-27.1296
2372,SSS02372,CA-2016-159940,OFF-FA-10000936,2.632,1,0.2,0.8225
2373,SSS02373,CA-2016-159940,OFF-PA-10001609,23.688,9,0.2,7.6986
2374,SSS02374,CA-2016-159940,FUR-CH-10000785,253.372,2,0.3,-14.4784
2375,SSS02375,CA-2017-119669,OFF-FA-10000053,5.67,3,0.0,0.1134
2376,SSS02376,US-2014-164616,OFF-BI-10001718,76.776,4,0.7,-58.8616
2377,SSS02377,US-2014-164616,OFF-SU-10004768,9.184,2,0.2,1.148
2378,SSS02378,CA-2015-148628,OFF-PA-10003883,32.75,5,0.0,15.065
2379,SSS02379,CA-2016-118052,OFF-FA-10004248,7.216,2,0.2,1.7138
2380,SSS02380,CA-2016-118052,OFF-PA-10002581,49.568,2,0.2,15.49
2381,SSS02381,CA-2016-118052,FUR-FU-10004848,54.712,7,0.2,11.6263
2382,SSS02382,US-2017-117534,OFF-AP-10002403,176.04,4,0.0,45.7704
2383,SSS02383,US-2017-117534,OFF-AR-10003087,16.02,9,0.0,4.4856
2384,SSS02384,US-2017-117534,OFF-BI-10002026,185.92,4,0.2,62.748
2385,SSS02385,US-2017-117534,TEC-PH-10000141,211.168,4,0.2,15.8376
2386,SSS02386,US-2017-117534,TEC-CO-10000971,479.984,2,0.2,59.998
2387,SSS02387,CA-2015-145065,OFF-FA-10001229,7.86,2,0.0,3.6156
2388,SSS02388,CA-2015-145065,OFF-BI-10002437,24.448,2,0.2,8.8624
2389,SSS02389,US-2015-127040,OFF-PA-10004255,6.48,1,0.0,3.1104
2390,SSS02390,US-2015-127040,OFF-PA-10001184,41.86,7,0.0,20.5114
2391,SSS02391,US-2015-127040,TEC-AC-10002637,1619.91,9,0.0,97.1946
2392,SSS02392,US-2015-127040,FUR-FU-10002878,113.92,4,0.0,42.1504
2393,SSS02393,CA-2016-128111,OFF-AR-10000588,39.68,2,0.0,10.3168
2394,SSS02394,CA-2015-137897,TEC-AC-10002217,37.6,2,0.0,2.256
2395,SSS02395,CA-2015-137897,TEC-AC-10001267,59.9,2,0.0,23.96
2396,SSS02396,CA-2015-137897,OFF-PA-10004041,37.0,5,0.0,16.65
2397,SSS02397,CA-2017-169264,OFF-LA-10001613,5.76,2,0.0,2.8224
2398,SSS02398,CA-2017-169264,OFF-AR-10000246,16.68,6,0.0,4.3368
2399,SSS02399,CA-2017-147361,OFF-ST-10001809,628.81,7,0.0,12.5762
2400,SSS02400,CA-2017-147361,OFF-ST-10002214,56.45,5,0.0,14.677
2401,SSS02401,CA-2017-145877,OFF-ST-10000649,94.2,6,0.0,23.55
2402,SSS02402,CA-2017-145877,OFF-EN-10001990,28.4,5,0.0,13.348
2403,SSS02403,US-2016-110170,FUR-BO-10000780,956.6648,7,0.32,-225.0976
2404,SSS02404,CA-2017-108574,TEC-AC-10002049,1115.91,9,0.0,200.8638
2405,SSS02405,CA-2017-108574,TEC-PH-10003555,128.744,7,0.2,-28.9674
2406,SSS02406,CA-2017-108574,TEC-PH-10000702,79.92,10,0.2,26.973
2407,SSS02407,CA-2017-144589,OFF-AR-10003631,24.2,5,0.0,7.986
2408,SSS02408,CA-2017-144589,TEC-PH-10003072,359.976,3,0.2,130.4913
2409,SSS02409,CA-2017-155985,FUR-FU-10000758,211.84,8,0.0,76.2624
2410,SSS02410,CA-2014-162684,OFF-FA-10000992,5.68,2,0.2,1.917
2411,SSS02411,CA-2015-142041,OFF-BI-10004187,7.52,5,0.2,2.632
2412,SSS02412,CA-2014-151295,OFF-PA-10001947,11.96,2,0.0,5.8604
2413,SSS02413,CA-2014-151295,FUR-TA-10002356,629.064,3,0.2,31.4532
2414,SSS02414,CA-2016-156300,FUR-CH-10001714,754.45,5,0.0,60.356
2415,SSS02415,CA-2015-146087,FUR-BO-10002824,301.96,2,0.0,60.392
2416,SSS02416,CA-2017-168655,TEC-AC-10002842,595.0,5,0.0,95.2
2417,SSS02417,CA-2017-168655,OFF-BI-10002082,79.872,3,0.2,29.952
2418,SSS02418,CA-2016-107202,TEC-MA-10000112,2396.4,10,0.2,179.73
2419,SSS02419,CA-2017-159597,OFF-ST-10002289,63.56,2,0.0,3.178
2420,SSS02420,CA-2017-159597,TEC-AC-10004171,99.99,1,0.0,43.9956
2421,SSS02421,CA-2016-155551,OFF-ST-10003656,230.376,3,0.2,-48.9549
2422,SSS02422,CA-2016-155551,OFF-PA-10001560,9.664,2,0.2,3.2616
2423,SSS02423,US-2017-147669,TEC-AC-10002473,158.928,7,0.2,41.7186
2424,SSS02424,US-2017-147669,OFF-BI-10000632,13.023,1,0.7,-10.4184
2425,SSS02425,US-2017-147669,FUR-TA-10002645,273.06,2,0.4,-104.673
2426,SSS02426,US-2017-147669,OFF-FA-10002975,39.312,13,0.2,12.7764
2427,SSS02427,CA-2016-169922,OFF-BI-10003784,1.344,4,0.8,-2.1504
2428,SSS02428,CA-2016-169922,OFF-BI-10001617,8.272,4,0.8,-13.6488
2429,SSS02429,CA-2016-169922,FUR-FU-10004415,12.544,7,0.6,-9.0944
2430,SSS02430,CA-2017-100748,OFF-LA-10000240,58.48,8,0.0,27.4856
2431,SSS02431,CA-2017-129805,FUR-FU-10001935,7.4,2,0.0,3.034
2432,SSS02432,CA-2014-148586,FUR-CH-10002439,366.786,7,0.1,65.2064
2433,SSS02433,US-2017-112613,TEC-PH-10001536,54.368,4,0.2,4.0776
2434,SSS02434,CA-2015-154746,OFF-EN-10001532,33.96,2,0.0,16.98
2435,SSS02435,CA-2015-154746,OFF-AP-10003057,826.11,3,0.0,322.1829
2436,SSS02436,CA-2017-140053,FUR-FU-10003708,545.85,9,0.0,114.6285
2437,SSS02437,CA-2014-164210,FUR-TA-10000849,145.98,2,0.5,-99.2664
2438,SSS02438,CA-2014-164210,OFF-PA-10002259,35.808,4,0.2,12.5328
2439,SSS02439,CA-2017-139948,FUR-FU-10002597,7.904,2,0.2,2.1736
2440,SSS02440,CA-2016-146934,TEC-PH-10004614,345.0,5,0.0,86.25
2441,SSS02441,CA-2016-146934,FUR-TA-10003748,174.286,2,0.3,-19.9184
