index,ProductID,Category,SubCategory,ProductName,PurchasePrice
292,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",45.2244
293,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",27.6946
294,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,70.0654
295,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,80.9722
296,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,28.296
297,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",6.0844
298,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,3.3695999999999997
299,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",133.9569
300,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,9.864399999999998
301,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",9.893999999999998
302,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,7.711199999999999
303,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,116.83999999999999
304,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6.968
305,OFF-AR-10003651,Office Supplies,Art,Newell 350,2.3287999999999998
306,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",8.186399999999999
307,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,34.222
308,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,2.8850999999999996
309,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2.8853
310,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,207.1283
311,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",13.5184
312,OFF-LA-10000634,Office Supplies,Labels,Avery 509,1.4094
313,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",16.6326
314,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,78.04299999999999
315,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,3.3695999999999997
316,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",22.615399999999998
317,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,111.7252
318,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,997.995
320,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,57.6
322,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,1.79
324,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,64.9935
325,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,14.992500000000001
326,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,119.59140000000001
327,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",25.417499999999997
328,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,261.3114
329,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,6.640899999999999
330,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,10.9096
331,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,51.75
332,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,17.27
333,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,2.7744
334,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,3.1482
335,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,311.99480000000005
336,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.4695
337,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,2.4581999999999997
338,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,238.6036
339,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",0.6572
340,OFF-AR-10000122,Office Supplies,Art,Newell 314,4.1850000000000005
343,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",5.2947
348,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",4.4064000000000005
350,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,6.508399999999999
351,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,1.9812
353,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,734.9345999999999
354,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,65.5938
355,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",2.2302
356,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",2.5134
357,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",3.7152000000000003
359,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,59.925200000000004
360,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",5.382
362,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,133.9252
363,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.0572
364,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,3.2983999999999996
366,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,3.19
367,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,3.6064000000000003
368,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,10.778400000000001
370,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,3.3048
371,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,16.2498
373,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,105.5934
374,OFF-AR-10000658,Office Supplies,Art,Newell 324,8.316
375,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,50.898
376,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,17.038999999999998
377,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",255.1584
378,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,9.6614
379,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,7.0503
380,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7.7622
381,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,3.64
382,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",10.732800000000003
383,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,16.5505
384,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",177.489
385,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,28.3419
386,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,204.9945
387,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.183
388,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.1976
389,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",3.8689999999999998
391,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,109.3329
392,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,365.9939
393,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,11.008099999999999
394,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,16.7374
395,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,20.233800000000002
396,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,3.3696000000000006
397,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",12.271
398,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,10.7856
400,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",40.98
401,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,28.432100000000002
402,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,3.0498
403,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",4.884
404,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,8.738099999999998
406,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,254.99490000000003
407,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",2.7693
408,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",159.5681
409,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",5.0336
410,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,1.6380000000000001
412,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,100.4134
413,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,66.0114
414,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,10.589400000000001
416,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,8.7527
417,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,69.084
418,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,2.9478000000000004
419,OFF-AR-10001573,Office Supplies,Art,American Pencil,1.6543
420,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",8.235
421,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,23.3643
422,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",10.4636
423,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.066
424,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,160.284
425,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,8.661999999999999
426,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,18.7148
427,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",39.894299999999994
428,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,1.0286
429,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,167.4694
432,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,2.7714
433,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,101.4306
434,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.2506
435,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,53.277
436,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",321.5933
438,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,2.5398
439,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,68.51219999999999
440,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,8.554
441,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,57.1824
442,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,16.7915
443,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",12.3336
444,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,71.2624
445,OFF-LA-10001317,Office Supplies,Labels,Avery 520,1.6380000000000001
446,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1.5423000000000002
447,OFF-AR-10000588,Office Supplies,Art,Newell 345,14.681600000000001
448,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,50.7412
449,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,32.105399999999996
450,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,7.5184
451,OFF-AR-10004974,Office Supplies,Art,Newell 342,2.3287999999999998
452,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,6.497199999999999
454,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,299.4336
455,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,9.741700000000002
456,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",76.93100000000001
457,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,281.2242
458,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,2.7900000000000005
459,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,16.887
460,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,57.99419999999999
461,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,10.903799999999999
463,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,347.85220000000004
464,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,9.874799999999999
465,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,110.06700000000001
466,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",36.2008
468,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,120.78399999999999
469,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.2294
470,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",28.849599999999995
471,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,112.5036
472,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",106.0938
473,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,153.993
474,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",11.256599999999999
475,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",4.833
476,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,9.8644
477,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,14.763
479,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,1.6169999999999998
480,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",123.94800000000001
481,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,2.3937
483,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,51.193599999999996
484,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,7.4
485,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,108.88199999999999
486,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,52.49249999999999
487,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,398.993
488,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.3926
489,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,26.793300000000002
491,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,88.0334
492,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,1.9926000000000001
493,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,40.4114
494,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,94.94099999999999
495,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",26.8821
496,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,9.9057
497,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",43.4792
499,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,5.159
500,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,18.85
501,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,13.456800000000001
502,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,375.735
503,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,1.4256
504,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",20.9049
506,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.0002000000000004
507,OFF-AR-10003856,Office Supplies,Art,Newell 344,2.0572
509,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,635.495
510,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,28.628
511,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,12.933599999999998
513,OFF-AR-10003811,Office Supplies,Art,Newell 327,1.6133
514,OFF-AR-10001246,Office Supplies,Art,Newell 317,2.0873999999999997
515,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,323.99459999999993
516,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,12.5195
517,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),3.2890000000000006
518,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,356.57300000000004
520,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,77.74080000000001
521,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.92
523,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,22.530199999999997
525,OFF-FA-10002815,Office Supplies,Fasteners,Staples,2.3532
526,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,213.735
528,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,14.5344
529,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,816.1538
530,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",5.47
531,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,178.8
532,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,15.181
533,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,141.11280000000002
535,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,7.6504
536,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",15.8288
537,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,1.8480000000000003
538,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,37.215399999999995
539,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",53.235
540,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,43.76399999999999
541,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,42.8472
543,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,25.424
544,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,94.4925
545,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",37.6012
546,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,4.558
547,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,3.4736
550,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,2.0928
551,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,560.784
552,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",28.465799999999998
553,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,2.7510999999999997
554,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,492.39639999999997
555,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,4.0128
556,OFF-LA-10001297,Office Supplies,Labels,Avery 473,5.382
557,FUR-TA-10004256,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,388.182
558,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,3.3695999999999997
560,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",8.1054
561,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2.34
562,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,3.1179
563,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",1.98
565,TEC-PH-10002496,Technology,Phones,Cisco SPA301,109.19299999999998
566,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,5.8548
567,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",7.6743999999999994
568,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,3.3696
569,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,150.384
573,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3.6134999999999997
574,OFF-AR-10003394,Office Supplies,Art,Newell 332,2.1462
576,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,2.5398000000000005
577,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.5549999999999997
579,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",14.5068
580,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.4936
582,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,48.1727
584,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.6473
587,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",50.1381
588,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.460100000000004
589,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,3.3696
591,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,3.3696
592,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.088
594,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,27.022600000000004
597,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,29.498399999999997
598,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,5.3071
599,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,57.592800000000004
600,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,152.43259999999998
602,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",124.929
606,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,28.0296
607,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,2.9538
609,TEC-PH-10003092,Technology,Phones,Motorola L804,32.6529
611,OFF-LA-10004345,Office Supplies,Labels,Avery 493,2.5041
612,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,2.904
613,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,98.54270000000001
615,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.2224000000000004
616,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",12.3464
617,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",3.4292999999999996
618,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,8.206000000000001
619,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,26.916099999999997
621,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",4.6926000000000005
622,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",107.19579999999999
623,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,75.26180000000001
624,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",98.1525
626,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",3.3528
627,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,34.4918
628,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2.0193
630,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,98.3677
631,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,17.97
632,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,67.6728
633,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.140499999999999
635,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,116.5722
636,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,10.9096
637,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,36.6984
639,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.6028
